customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,monthly_debt,num_active_loans
8340.0,22,55000.0,RENT,6.0,DEBTCONSOLIDATION,A,7500.0,6.03,2,,2,NO DEFAULT,15077.326668985603,5
8341.0,26,57000.0,MORTGAGE,10.0,VENTURE,A,2500.0,11.58,6,,3,NO DEFAULT,10306.848827512065,5
8342.0,24,57000.0,OWN,8.0,EDUCATION,A,9000.0,8.0,4,,4,NO DEFAULT,23560.076165100443,3
8343.0,21,55000.0,RENT,1.0,EDUCATION,A,7500.0,7.88,1,,2,NO DEFAULT,7995.771227194853,5
8344.0,24,57000.0,MORTGAGE,3.0,VENTURE,A,5500.0,8.0,4,,3,NO DEFAULT,11281.983441251898,4
8345.0,23,57000.0,OWN,7.0,EDUCATION,A,4200.0,10.51,3,,3,NO DEFAULT,13543.93918056459,1
8346.0,24,55000.0,RENT,1.0,HOMEIMPROVEMENT,A,7500.0,12.53,4,,2,NO DEFAULT,8569.550554381083,3
8347.0,25,57000.0,OWN,4.0,MEDICAL,A,900.0,8.63,5,,4,NO DEFAULT,14244.509463745715,2
8348.0,22,57000.0,MORTGAGE,6.0,EDUCATION,A,25000.0,9.01,7,,2,NO DEFAULT,13778.177213974886,3
8349.0,25,57000.0,MORTGAGE,5.0,VENTURE,B,7250.0,10.59,5,,4,NO DEFAULT,27158.975947217103,2
8350.0,26,57006.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000.0,6.17,6,,2,NO DEFAULT,11602.448860817662,2
8351.0,23,57000.0,RENT,8.0,EDUCATION,B,7500.0,11.97,3,,4,NO DEFAULT,12490.799592491032,2
8352.0,23,57600.0,RENT,5.0,MEDICAL,B,7500.0,13.85,3,,3,NO DEFAULT,8531.626261782136,3
8353.0,26,57068.0,OWN,2.0,VENTURE,B,1600.0,15.23,6,Y,4,NO DEFAULT,21167.85482154494,4
8354.0,22,52000.0,RENT,1.0,HOMEIMPROVEMENT,C,7500.0,,2,Y,4,DEFAULT,24135.445587978826,5
8355.0,25,57120.0,MORTGAGE,,MEDICAL,A,25000.0,10.99,7,,4,NO DEFAULT,17010.376624180804,3
8356.0,23,57188.0,MORTGAGE,7.0,VENTURE,A,17450.0,6.62,7,,3,NO DEFAULT,17384.13666732889,5
8357.0,21,57192.0,MORTGAGE,0.0,MEDICAL,A,8000.0,7.49,1,,3,NO DEFAULT,8587.83878244714,4
8358.0,23,59000.0,RENT,7.0,EDUCATION,A,7500.0,6.54,3,,2,NO DEFAULT,15375.12672829299,2
8359.0,25,53000.0,RENT,3.0,MEDICAL,C,7500.0,12.92,5,N,4,DEFAULT,6438.16238903973,5
8360.0,21,57200.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000.0,6.03,1,,2,NO DEFAULT,8148.933525756297,2
8361.0,22,57200.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500.0,7.51,2,,3,NO DEFAULT,27563.381466242914,3
8362.0,25,57200.0,MORTGAGE,1.0,EDUCATION,A,2400.0,7.49,5,,2,NO DEFAULT,6291.71148937164,1
8363.0,22,57200.0,MORTGAGE,4.0,EDUCATION,A,7000.0,7.51,2,,2,NO DEFAULT,17579.215000882683,3
8364.0,25,60000.0,RENT,6.0,MEDICAL,B,7500.0,14.27,5,Y,2,NO DEFAULT,10711.193790159672,5
8365.0,22,57204.0,MORTGAGE,6.0,EDUCATION,C,9000.0,15.58,2,Y,3,NO DEFAULT,11409.986420792631,2
8366.0,22,60000.0,RENT,6.0,MEDICAL,A,7500.0,9.99,2,,3,NO DEFAULT,11740.677017927752,1
8367.0,23,60000.0,RENT,4.0,PERSONAL,A,7500.0,7.66,3,,2,NO DEFAULT,19490.000711238412,5
8368.0,25,57400.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8475.0,6.99,5,,2,NO DEFAULT,10199.673633444008,5
8369.0,22,57400.0,MORTGAGE,0.0,EDUCATION,A,10500.0,7.75,7,,3,NO DEFAULT,8581.961385320128,5
8370.0,24,57431.0,MORTGAGE,8.0,PERSONAL,A,4000.0,6.76,4,,3,NO DEFAULT,19407.3654183001,5
8371.0,22,60000.0,RENT,3.0,PERSONAL,A,7500.0,6.17,2,,3,NO DEFAULT,21504.922375360788,5
8372.0,22,60000.0,RENT,1.0,VENTURE,A,7500.0,,2,,4,NO DEFAULT,21138.66605988363,2
8373.0,23,57468.0,MORTGAGE,8.0,EDUCATION,A,14075.0,9.91,7,,2,NO DEFAULT,15493.723539075558,1
8374.0,23,60000.0,RENT,8.0,VENTURE,A,7500.0,9.07,3,,2,NO DEFAULT,12810.358386068408,5
8375.0,21,57500.0,MORTGAGE,6.0,VENTURE,A,4000.0,7.9,1,,3,NO DEFAULT,17096.69919946948,1
8376.0,22,60000.0,RENT,6.0,EDUCATION,B,7500.0,11.34,2,Y,4,NO DEFAULT,22436.451158041888,2
8377.0,21,61000.0,RENT,3.0,EDUCATION,A,7500.0,10.39,1,,2,NO DEFAULT,23818.982167763632,3
8378.0,26,64000.0,RENT,8.0,DEBTCONSOLIDATION,A,7500.0,9.83,6,,3,NO DEFAULT,24437.77483008639,4
8379.0,25,57500.0,MORTGAGE,5.0,MEDICAL,B,12275.0,,7,Y,3,NO DEFAULT,25911.027205150418,5
8380.0,26,57500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7750.0,6.76,6,,3,NO DEFAULT,17019.827145274678,4
8381.0,25,51500.0,OTHER,1.0,MEDICAL,C,13000.0,16.07,7,N,2,DEFAULT,25366.60076429514,3
8382.0,26,66000.0,RENT,2.0,EDUCATION,A,7500.0,6.62,6,,2,NO DEFAULT,9753.816891746561,2
8383.0,25,67000.0,RENT,7.0,MEDICAL,A,7500.0,12.18,5,,4,NO DEFAULT,24853.578941102984,3
8384.0,23,57504.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000.0,6.54,3,,3,NO DEFAULT,16525.342075937708,5
8385.0,23,57504.0,MORTGAGE,7.0,PERSONAL,A,10000.0,8.59,3,,2,NO DEFAULT,12855.767525356634,2
8386.0,26,57550.0,MORTGAGE,,DEBTCONSOLIDATION,A,3500.0,5.42,6,,4,NO DEFAULT,21804.285011121374,4
8387.0,22,57564.0,MORTGAGE,6.0,MEDICAL,A,21000.0,11.48,7,,3,NO DEFAULT,18448.200586337785,3
8388.0,22,67500.0,RENT,1.0,VENTURE,A,7500.0,9.76,2,,2,NO DEFAULT,9452.490655618623,1
8389.0,24,68000.0,RENT,0.0,PERSONAL,A,7500.0,11.99,4,,2,NO DEFAULT,21054.944912922507,4
8390.0,23,68000.0,RENT,1.0,EDUCATION,A,7500.0,11.49,3,,3,NO DEFAULT,8187.243194177366,5
8391.0,24,57600.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10500.0,6.62,7,,3,NO DEFAULT,16270.646089223677,4
8392.0,26,57600.0,MORTGAGE,10.0,MEDICAL,A,1800.0,12.42,6,,3,NO DEFAULT,13222.23258921904,3
8393.0,23,57600.0,MORTGAGE,,DEBTCONSOLIDATION,A,10000.0,6.03,3,,4,NO DEFAULT,11544.39730932874,5
8394.0,22,57600.0,OWN,6.0,VENTURE,A,6500.0,7.49,2,,3,NO DEFAULT,13124.707791892679,4
8395.0,22,57600.0,OWN,,EDUCATION,A,1500.0,5.99,2,,3,NO DEFAULT,14854.157745984474,2
8396.0,23,51600.0,MORTGAGE,1.0,PERSONAL,A,4800.0,10.99,3,N,3,DEFAULT,6081.735626664526,3
8397.0,24,57600.0,MORTGAGE,,HOMEIMPROVEMENT,A,3300.0,5.42,4,,4,NO DEFAULT,16245.074029332773,4
8398.0,23,62844.0,RENT,7.0,HOMEIMPROVEMENT,B,7500.0,11.97,3,N,4,DEFAULT,9029.006465341925,5
8399.0,22,57600.0,MORTGAGE,6.0,VENTURE,A,6000.0,10.74,2,,3,NO DEFAULT,7402.40361315769,5
8400.0,24,57600.0,MORTGAGE,9.0,VENTURE,A,6500.0,,4,,2,NO DEFAULT,16213.919679090986,4
8401.0,24,69996.0,RENT,5.0,VENTURE,A,7500.0,7.49,4,,2,NO DEFAULT,20320.921285616125,3
8402.0,23,64000.0,RENT,0.0,HOMEIMPROVEMENT,C,7500.0,13.55,3,N,3,DEFAULT,7518.66000786772,3
8403.0,22,57600.0,MORTGAGE,1.0,PERSONAL,A,6000.0,10.0,2,,2,NO DEFAULT,10783.877496892976,5
8404.0,22,57600.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4000.0,,2,Y,2,NO DEFAULT,14682.443470204475,3
8405.0,23,57600.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4000.0,5.42,3,,2,NO DEFAULT,11280.124527676142,1
8406.0,23,57600.0,MORTGAGE,7.0,PERSONAL,A,5000.0,5.79,3,,3,NO DEFAULT,7608.0437209050915,3
8407.0,21,72000.0,RENT,1.0,EDUCATION,B,7500.0,13.22,1,,3,NO DEFAULT,23050.956178209926,2
8408.0,23,57600.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000.0,,3,,3,NO DEFAULT,7062.488950048818,2
8409.0,22,72000.0,RENT,3.0,EDUCATION,B,7500.0,11.41,2,,3,NO DEFAULT,34103.383935567894,2
8410.0,23,75000.0,RENT,8.0,EDUCATION,B,7500.0,13.48,3,Y,3,NO DEFAULT,14700.398192601164,3
8411.0,23,75000.0,RENT,4.0,EDUCATION,A,7500.0,11.83,3,,2,NO DEFAULT,30304.6806251726,3
8412.0,25,57600.0,MORTGAGE,4.0,PERSONAL,A,7000.0,7.88,5,,3,NO DEFAULT,8991.384044313454,2
8413.0,23,57600.0,MORTGAGE,7.0,EDUCATION,B,10000.0,13.11,3,,3,NO DEFAULT,14166.45430678403,1
8414.0,25,58650.0,RENT,5.0,MEDICAL,C,7500.0,15.37,5,N,4,DEFAULT,26693.59513114438,3
8415.0,24,79992.0,RENT,0.0,DEBTCONSOLIDATION,A,7500.0,10.71,4,,4,NO DEFAULT,22714.365788990934,2
8416.0,23,57600.0,MORTGAGE,0.0,VENTURE,A,1000.0,,3,,2,NO DEFAULT,7677.824723582541,5
8417.0,23,57664.0,MORTGAGE,4.0,EDUCATION,A,10000.0,6.62,3,,4,NO DEFAULT,6162.86461407959,3
8418.0,25,74004.0,RENT,2.0,DEBTCONSOLIDATION,C,7500.0,12.61,5,Y,4,DEFAULT,9705.362343668101,1
8419.0,23,57700.0,MORTGAGE,7.0,PERSONAL,A,3500.0,10.65,3,,4,NO DEFAULT,19406.381128810037,1
8420.0,21,57700.0,MORTGAGE,5.0,VENTURE,A,13500.0,9.91,7,,2,NO DEFAULT,13763.533137641309,4
8421.0,25,57700.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000.0,,5,,3,NO DEFAULT,12363.198862669877,3
8422.0,22,76500.0,RENT,0.0,HOMEIMPROVEMENT,C,7500.0,13.24,2,Y,4,DEFAULT,31992.915286701194,3
8423.0,23,57738.0,MORTGAGE,7.0,EDUCATION,A,7000.0,7.14,3,,4,NO DEFAULT,17949.44731979321,2
8424.0,23,57744.0,MORTGAGE,7.0,PERSONAL,A,2500.0,10.37,3,,2,NO DEFAULT,7916.916349758763,4
8425.0,23,87000.0,RENT,1.0,DEBTCONSOLIDATION,A,7500.0,10.33,3,,2,NO DEFAULT,10559.665804540131,1
8426.0,23,90000.0,RENT,5.0,VENTURE,C,7500.0,15.58,3,Y,3,NO DEFAULT,28756.1534058742,1
8427.0,22,66300.0,RENT,3.0,MEDICAL,C,7500.0,14.96,2,N,2,DEFAULT,13104.691502515712,2
8428.0,23,90000.0,RENT,7.0,EDUCATION,B,7500.0,11.03,3,,4,NO DEFAULT,41627.75348743934,5
8429.0,23,57850.0,MORTGAGE,8.0,EDUCATION,A,4000.0,10.99,3,,2,NO DEFAULT,19987.361328961095,3
8430.0,22,57860.0,MORTGAGE,1.0,EDUCATION,B,20000.0,11.41,7,,3,NO DEFAULT,11409.355658831475,4
8431.0,22,57900.0,MORTGAGE,3.0,EDUCATION,A,4850.0,8.49,2,,2,NO DEFAULT,19360.29526510542,2
8432.0,24,79500.0,RENT,2.0,VENTURE,C,7500.0,16.89,4,N,4,DEFAULT,14869.516351546814,2
8433.0,22,57996.0,MORTGAGE,4.0,VENTURE,A,21250.0,6.91,7,,4,NO DEFAULT,16524.39219897051,2
8434.0,24,100300.0,RENT,3.0,MEDICAL,A,7500.0,11.49,4,,4,NO DEFAULT,44415.251747141054,2
8435.0,23,57996.0,MORTGAGE,5.0,EDUCATION,A,8800.0,7.51,3,,2,NO DEFAULT,26726.191382282617,5
8436.0,23,115275.0,RENT,7.0,DEBTCONSOLIDATION,B,7500.0,11.28,3,Y,4,NO DEFAULT,26236.955667353453,4
8437.0,26,116600.0,RENT,2.0,HOMEIMPROVEMENT,B,7500.0,11.59,6,Y,3,NO DEFAULT,22244.525519024493,5
8438.0,23,116700.0,RENT,2.0,EDUCATION,B,7500.0,,3,,4,NO DEFAULT,41601.924141578704,1
8439.0,22,57996.0,MORTGAGE,2.0,VENTURE,A,2500.0,12.53,2,,3,NO DEFAULT,21544.807550318845,4
8440.0,26,108000.0,RENT,2.0,DEBTCONSOLIDATION,C,7500.0,16.77,6,Y,3,DEFAULT,47733.71403053669,3
8441.0,24,57996.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2400.0,11.89,4,,4,NO DEFAULT,7356.320506735293,1
8442.0,25,125000.0,RENT,3.0,HOMEIMPROVEMENT,A,7500.0,12.69,5,,4,NO DEFAULT,60527.83985846254,4
8443.0,26,51996.0,MORTGAGE,2.0,MEDICAL,D,6500.0,15.68,6,N,4,DEFAULT,15123.432426454063,5
8444.0,23,57996.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200.0,,3,,2,NO DEFAULT,8328.341990950516,3
8445.0,26,230000.0,RENT,0.0,EDUCATION,A,7500.0,8.0,6,,2,NO DEFAULT,24586.786929474656,4
8446.0,26,58000.0,MORTGAGE,5.0,MEDICAL,A,31300.0,11.71,7,,3,NO DEFAULT,17569.37867029785,4
8447.0,26,50000.0,RENT,3.0,EDUCATION,A,7525.0,11.49,6,,2,NO DEFAULT,6578.352868636855,1
8448.0,24,20400.0,RENT,3.0,VENTURE,B,7550.0,14.79,4,N,4,DEFAULT,9879.834138836612,1
8449.0,25,58000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200.0,11.71,5,,3,NO DEFAULT,21921.576372008192,2
8450.0,24,58000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15700.0,7.9,7,,3,NO DEFAULT,17575.361206856116,3
8451.0,24,58000.0,MORTGAGE,3.0,EDUCATION,C,11000.0,16.77,7,,4,NO DEFAULT,21342.442749846054,1
8452.0,22,70000.0,RENT,4.0,VENTURE,A,7550.0,7.51,2,,2,NO DEFAULT,18384.726511838227,3
8453.0,26,56950.0,RENT,10.0,MEDICAL,A,7550.0,9.99,6,N,3,DEFAULT,15486.63003903963,5
8454.0,24,58000.0,MORTGAGE,3.0,PERSONAL,C,15000.0,,7,,4,NO DEFAULT,28453.470163553495,4
8455.0,25,54000.0,RENT,7.0,HOMEIMPROVEMENT,A,7575.0,6.99,5,,4,NO DEFAULT,15912.750200296914,2
8456.0,22,58000.0,OWN,6.0,MEDICAL,A,20000.0,11.99,7,,4,NO DEFAULT,16468.556843753984,3
8457.0,26,58000.0,MORTGAGE,0.0,VENTURE,A,11600.0,11.99,7,,3,NO DEFAULT,7287.801631114218,1
8458.0,22,52000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,14825.0,15.62,7,N,3,DEFAULT,23741.899501816813,3
8459.0,25,41412.0,RENT,,MEDICAL,A,7600.0,11.12,5,,3,NO DEFAULT,11481.37512555158,4
8460.0,25,39000.0,RENT,3.0,MEDICAL,B,7600.0,12.84,5,N,3,DEFAULT,15159.331153646785,2
8461.0,22,49000.0,RENT,0.0,EDUCATION,C,7600.0,15.62,2,N,4,DEFAULT,5784.085474120562,3
8462.0,25,60000.0,RENT,1.0,HOMEIMPROVEMENT,A,7600.0,12.21,5,,4,NO DEFAULT,15765.559081149206,5
8463.0,26,67000.0,RENT,2.0,VENTURE,A,7600.0,10.0,6,,4,NO DEFAULT,18943.74511063325,3
8464.0,24,58000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000.0,6.99,4,,4,NO DEFAULT,11615.893370862597,3
8465.0,25,61680.0,RENT,1.0,VENTURE,B,7600.0,13.23,5,N,4,DEFAULT,9469.544267948608,4
8466.0,26,58000.0,MORTGAGE,5.0,PERSONAL,A,10000.0,,6,,4,NO DEFAULT,11287.362491164193,3
8467.0,24,58000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000.0,5.42,4,,4,NO DEFAULT,15992.267032046819,4
8468.0,24,58000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000.0,5.42,4,,4,NO DEFAULT,25549.70968940622,3
8469.0,21,58000.0,MORTGAGE,3.0,EDUCATION,A,4500.0,6.92,1,,4,NO DEFAULT,26562.868234246784,4
8470.0,24,76554.0,RENT,8.0,HOMEIMPROVEMENT,C,7600.0,12.61,4,,2,NO DEFAULT,34634.13066435196,5
8471.0,23,57000.0,RENT,5.0,VENTURE,A,7650.0,11.71,3,,4,NO DEFAULT,12978.523536198069,2
8472.0,26,58000.0,MORTGAGE,2.0,PERSONAL,A,3000.0,6.92,6,,4,NO DEFAULT,13031.619028748428,2
8473.0,25,65000.0,RENT,6.0,PERSONAL,C,7675.0,15.33,5,Y,3,NO DEFAULT,21384.10736513915,4
8474.0,22,23400.0,RENT,,EDUCATION,A,7700.0,5.99,2,N,2,DEFAULT,10746.226865346833,5
8475.0,24,52000.0,MORTGAGE,8.0,EDUCATION,C,5000.0,15.28,4,N,4,DEFAULT,22695.513294811662,1
8476.0,25,24000.0,RENT,6.0,PERSONAL,A,7700.0,8.9,5,N,3,DEFAULT,5493.98623463144,4
8477.0,24,58000.0,MORTGAGE,8.0,EDUCATION,B,8000.0,13.43,4,,4,NO DEFAULT,13187.380035177177,2
8478.0,22,58000.0,MORTGAGE,1.0,VENTURE,A,4000.0,7.29,2,,3,NO DEFAULT,25202.427418433483,5
8479.0,23,29772.0,RENT,3.0,PERSONAL,C,7700.0,16.77,3,Y,4,DEFAULT,10382.808120909885,3
8480.0,22,58000.0,OWN,6.0,EDUCATION,C,10000.0,14.83,2,,2,NO DEFAULT,23956.807921490024,3
8481.0,22,58000.0,MORTGAGE,4.0,MEDICAL,A,11050.0,6.54,7,,4,NO DEFAULT,13057.095739212236,1
8482.0,25,58000.0,MORTGAGE,9.0,MEDICAL,A,8500.0,7.14,5,,3,NO DEFAULT,21452.42883104733,4
8483.0,24,96408.0,RENT,1.0,EDUCATION,B,7700.0,12.53,4,Y,4,NO DEFAULT,37417.58216234448,3
8484.0,22,19680.0,RENT,2.0,EDUCATION,C,7750.0,14.83,2,Y,3,DEFAULT,3991.5876102727793,1
8485.0,22,23000.0,RENT,2.0,EDUCATION,B,7750.0,,2,Y,4,DEFAULT,10377.128006227671,5
8486.0,24,24000.0,RENT,0.0,HOMEIMPROVEMENT,C,7750.0,17.27,4,N,3,DEFAULT,2689.527202202906,4
8487.0,23,58000.0,MORTGAGE,8.0,VENTURE,B,8000.0,13.61,3,Y,3,NO DEFAULT,25290.943739249236,5
8488.0,26,24000.0,RENT,1.0,DEBTCONSOLIDATION,B,7750.0,14.35,6,N,3,DEFAULT,10027.880860432932,4
8489.0,23,58000.0,OWN,4.0,MEDICAL,B,6400.0,13.48,3,Y,3,NO DEFAULT,12106.014835694064,4
8490.0,21,26000.0,RENT,2.0,MEDICAL,D,7750.0,16.7,1,Y,2,DEFAULT,11564.247975108894,4
8491.0,25,58000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,17500.0,13.11,7,Y,4,NO DEFAULT,19629.681178065784,1
8492.0,21,26000.0,RENT,4.0,EDUCATION,B,7750.0,13.16,1,Y,3,NO DEFAULT,4329.894423559876,2
8493.0,23,58000.0,OWN,4.0,MEDICAL,A,15000.0,10.25,7,,3,NO DEFAULT,20469.878662959745,2
8494.0,26,58000.0,MORTGAGE,10.0,VENTURE,A,5000.0,10.62,6,,2,NO DEFAULT,11836.493643239623,1
8495.0,23,58000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000.0,7.14,3,,2,NO DEFAULT,10092.959466941493,4
8496.0,26,29760.0,RENT,6.0,MEDICAL,A,7750.0,9.62,6,,4,NO DEFAULT,3375.895111152865,3
8497.0,24,30000.0,RENT,6.0,EDUCATION,D,7750.0,,4,Y,2,NO DEFAULT,13624.665117858662,5
8498.0,24,33000.0,RENT,2.0,VENTURE,E,7750.0,,4,N,2,DEFAULT,11282.730307328415,2
8499.0,23,29000.0,RENT,6.0,MEDICAL,C,7750.0,14.59,3,Y,3,DEFAULT,12632.387464500354,1
8500.0,23,58000.0,MORTGAGE,0.0,EDUCATION,A,9600.0,7.51,3,,3,NO DEFAULT,23691.74253749998,5
8501.0,25,58000.0,MORTGAGE,9.0,MEDICAL,A,10400.0,12.18,7,,2,NO DEFAULT,16998.94211911453,4
8502.0,22,52000.0,MORTGAGE,6.0,VENTURE,C,6000.0,,2,Y,3,DEFAULT,9586.687529359615,3
8503.0,23,52000.0,MORTGAGE,7.0,PERSONAL,A,5000.0,11.48,3,N,2,DEFAULT,13900.765366116555,3
8504.0,22,48000.0,RENT,1.0,PERSONAL,A,7750.0,7.74,2,,2,NO DEFAULT,19902.13300005237,1
8505.0,25,49000.0,RENT,2.0,MEDICAL,A,7750.0,9.63,5,,4,NO DEFAULT,7214.898232728574,5
8506.0,25,100000.0,RENT,9.0,PERSONAL,A,7750.0,9.99,5,N,4,DEFAULT,41004.79530038955,3
8507.0,24,58000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2200.0,7.4,4,,3,NO DEFAULT,23920.627880407712,4
8508.0,22,33000.0,RENT,5.0,DEBTCONSOLIDATION,A,7800.0,10.99,2,,3,NO DEFAULT,16156.567934030589,5
8509.0,24,58000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3500.0,7.68,4,,2,NO DEFAULT,11388.108225197848,2
8510.0,23,33000.0,RENT,0.0,PERSONAL,A,7800.0,10.95,3,N,2,DEFAULT,7848.878473525572,4
8511.0,24,33600.0,RENT,1.0,PERSONAL,C,7800.0,16.49,4,N,4,DEFAULT,5251.560167084526,4
8512.0,25,58000.0,MORTGAGE,4.0,MEDICAL,A,17000.0,10.95,7,,4,NO DEFAULT,8159.448636365794,4
8513.0,22,58000.0,OWN,5.0,EDUCATION,B,4500.0,13.16,2,,2,NO DEFAULT,8703.227458144514,4
8514.0,21,34000.0,RENT,5.0,DEBTCONSOLIDATION,B,7800.0,13.79,1,N,2,DEFAULT,12665.077270472844,2
8515.0,26,36000.0,RENT,3.0,VENTURE,B,7800.0,14.27,6,,2,NO DEFAULT,5645.7674965770275,3
8516.0,23,58000.0,OTHER,0.0,VENTURE,A,16000.0,12.21,7,,4,NO DEFAULT,6589.516644094575,3
8517.0,22,58000.0,OTHER,3.0,DEBTCONSOLIDATION,B,15000.0,13.79,7,Y,4,NO DEFAULT,25042.162018992392,4
8518.0,26,38000.0,RENT,6.0,VENTURE,A,7800.0,12.53,6,,4,NO DEFAULT,13382.144715733792,2
8519.0,26,58000.0,MORTGAGE,5.0,MEDICAL,B,12000.0,13.16,7,Y,4,NO DEFAULT,16373.566882500903,1
8520.0,24,40000.0,RENT,1.0,MEDICAL,A,7800.0,,4,,2,NO DEFAULT,4355.153866199,1
8521.0,25,58000.0,MORTGAGE,2.0,PERSONAL,C,2750.0,12.86,5,Y,4,NO DEFAULT,24114.182248392404,2
8522.0,25,58000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,10000.0,13.24,5,,4,NO DEFAULT,8313.415449751124,1
8523.0,22,52000.0,MORTGAGE,6.0,EDUCATION,C,10000.0,13.87,2,Y,2,DEFAULT,10959.90267003053,1
8524.0,25,43000.0,RENT,2.0,VENTURE,A,7800.0,7.14,5,,3,NO DEFAULT,17289.198367783367,1
8525.0,25,58000.0,MORTGAGE,5.0,EDUCATION,A,3150.0,6.17,5,,4,NO DEFAULT,6620.7323102936625,2
8526.0,26,43000.0,RENT,5.0,MEDICAL,A,7800.0,7.88,6,,2,NO DEFAULT,16372.622453459242,4
8527.0,23,43955.0,RENT,7.0,EDUCATION,C,7800.0,15.62,3,,3,NO DEFAULT,16693.406167116776,5
8528.0,23,45000.0,RENT,0.0,DEBTCONSOLIDATION,A,7800.0,12.69,3,,4,NO DEFAULT,6793.230359509621,2
8529.0,24,45000.0,RENT,3.0,PERSONAL,A,7800.0,7.51,4,,3,NO DEFAULT,6057.141582519336,4
8530.0,24,54000.0,RENT,2.0,DEBTCONSOLIDATION,A,7800.0,7.9,4,,4,NO DEFAULT,14509.160793815718,1
8531.0,26,58125.0,MORTGAGE,10.0,VENTURE,A,6000.0,10.25,6,,2,NO DEFAULT,20005.321190207098,3
8532.0,24,49000.0,RENT,2.0,VENTURE,C,7800.0,15.62,4,N,2,DEFAULT,18784.48362964494,4
8533.0,25,59000.0,RENT,2.0,VENTURE,A,7800.0,12.21,5,,2,NO DEFAULT,26126.02424892531,1
8534.0,22,60000.0,RENT,6.0,VENTURE,C,7800.0,15.21,2,,4,NO DEFAULT,12668.95915058606,3
8535.0,22,58200.0,MORTGAGE,1.0,EDUCATION,B,10000.0,12.53,2,,2,NO DEFAULT,19567.390060153655,5
8536.0,23,58200.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,13000.0,,7,,2,NO DEFAULT,21201.74667007862,3
8537.0,23,59004.0,RENT,1.0,DEBTCONSOLIDATION,C,7800.0,15.99,3,Y,3,DEFAULT,19724.51170602251,4
8538.0,26,78000.0,RENT,6.0,VENTURE,C,7800.0,16.77,6,,3,NO DEFAULT,11856.021931378247,1
8539.0,23,80000.0,RENT,2.0,VENTURE,A,7800.0,9.99,3,,2,NO DEFAULT,26857.29853946431,5
8540.0,26,85757.0,RENT,0.0,MEDICAL,A,7800.0,11.83,6,,3,NO DEFAULT,37837.489326871335,1
8541.0,21,100000.0,RENT,1.0,DEBTCONSOLIDATION,A,7800.0,7.88,1,,2,NO DEFAULT,28275.58830050191,1
8542.0,24,26000.0,RENT,3.0,MEDICAL,A,7850.0,9.96,4,,2,NO DEFAULT,3025.03191659075,1
8543.0,22,32000.0,RENT,0.0,PERSONAL,C,7875.0,14.91,2,N,2,DEFAULT,14000.72852740355,2
8544.0,23,58500.0,MORTGAGE,6.0,MEDICAL,A,4000.0,8.0,3,,2,NO DEFAULT,26539.359751003336,1
8545.0,25,58560.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000.0,10.59,5,,4,NO DEFAULT,10784.935404037487,4
8546.0,23,58560.0,MORTGAGE,7.0,MEDICAL,A,8000.0,12.21,3,,3,NO DEFAULT,27753.82680960538,3
8547.0,23,58600.0,MORTGAGE,6.0,PERSONAL,A,7800.0,7.9,3,,4,NO DEFAULT,13412.783879974877,3
8548.0,22,28000.0,RENT,7.0,VENTURE,A,7900.0,9.99,2,Y,2,NO DEFAULT,10313.456664180323,3
8549.0,22,58608.0,MORTGAGE,6.0,EDUCATION,A,12000.0,6.03,7,,4,NO DEFAULT,20510.392864521305,5
8550.0,22,52650.0,MORTGAGE,1.0,DEBTCONSOLIDATION,E,19200.0,17.26,7,N,4,DEFAULT,23404.079554913147,5
8551.0,23,30000.0,RENT,4.0,DEBTCONSOLIDATION,B,7925.0,15.27,3,Y,4,NO DEFAULT,14650.181675008665,4
8552.0,26,52704.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3000.0,10.95,6,N,4,DEFAULT,7914.458997587944,5
